condition,corruption,drive,frame_offset,phase,phase_frame_index,raw_frame_index,frame_name,layer,instantaneous_prediction_error_rms,dynamic_error_rms,next_frame_prediction_mse,representation_normalized_l2
temporal_only,gaussian_blur,2011_09_26/2011_09_26_drive_0011_sync,26,baseline,26,26,0000000026.png,4,2.8569538036069555,1.5682159009790788,8.076006889343262,0.0
temporal_only,gaussian_blur,2011_09_26/2011_09_26_drive_0011_sync,26,baseline,26,26,0000000026.png,5,1.449120837473529,1.1454313417212836,2.2687692642211914,0.0
temporal_only,gaussian_blur,2011_09_26/2011_09_26_drive_0011_sync,27,baseline,27,27,0000000027.png,1,0.6038732601501017,0.2588311037732364,0.3850582242012024,0.0
temporal_only,gaussian_blur,2011_09_26/2011_09_26_drive_0011_sync,27,baseline,27,27,0000000027.png,2,1.1286968012198129,0.41403936393266993,1.358896017074585,0.0
temporal_only,gaussian_blur,2011_09_26/2011_09_26_drive_0011_sync,27,baseline,27,27,0000000027.png,3,2.0861473974440816,0.8949257882963365,4.399614334106445,0.0
temporal_only,gaussian_blur,2011_09_26/2011_09_26_drive_0011_sync,27,baseline,27,27,0000000027.png,4,2.8418317280656757,1.5867296228315821,7.810288429260254,0.0
temporal_only,gaussian_blur,2011_09_26/2011_09_26_drive_0011_sync,27,baseline,27,27,0000000027.png,5,1.5062433963125084,1.1644920354050432,2.201021909713745,0.0
temporal_only,gaussian_blur,2011_09_26/2011_09_26_drive_0011_sync,28,baseline,28,28,0000000028.png,1,0.6205306122540682,0.2513664287152315,0.39386025071144104,0.0
temporal_only,gaussian_blur,2011_09_26/2011_09_26_drive_0011_sync,28,baseline,28,28,0000000028.png,2,1.1657169933163687,0.40319306149386913,1.343297004699707,0.0
temporal_only,gaussian_blur,2011_09_26/2011_09_26_drive_0011_sync,28,baseline,28,28,0000000028.png,3,2.0975258457645425,0.8857998464224607,4.511840343475342,0.0
temporal_only,gaussian_blur,2011_09_26/2011_09_26_drive_0011_sync,28,baseline,28,28,0000000028.png,4,2.7946893600000577,1.5922603036885041,7.990760326385498,0.0
temporal_only,gaussian_blur,2011_09_26/2011_09_26_drive_0011_sync,28,baseline,28,28,0000000028.png,5,1.4835841363044213,1.1787502333483932,2.3441686630249023,0.0
temporal_only,gaussian_blur,2011_09_26/2011_09_26_drive_0011_sync,29,baseline,29,29,0000000029.png,1,0.6275828617080613,0.24826330064539553,0.33507004380226135,0.0
temporal_only,gaussian_blur,2011_09_26/2011_09_26_drive_0011_sync,29,baseline,29,29,0000000029.png,2,1.15900691094264,0.3982918042536326,1.1711115837097168,0.0
temporal_only,gaussian_blur,2011_09_26/2011_09_26_drive_0011_sync,29,baseline,29,29,0000000029.png,3,2.124109280092059,0.8715001520405943,4.161676406860352,0.0
temporal_only,gaussian_blur,2011_09_26/2011_09_26_drive_0011_sync,29,baseline,29,29,0000000029.png,4,2.8267933163499186,1.5817412921266012,7.805859565734863,0.0
